Name,Creator,Mission Link,Intel JSON,Sequence Type,Series Type,Series Name,Series Index,Difficulty,Field Trip Waypoints,FT Qty,Passphrases,Trace Link
Newcastle Theatres,Felaric,https://www.ingress.com/mission/73341d64bb514564ba7b7b8b1c383352.1c,,Any Order,Solo,,,Easy Variety (Hack/Upgrade),Yes (close),3,No,"https://www.ingress.com/intel?ll=54.974257,-1.61173&z=16&pls=54.979403,-1.614595,54.977159,-1.610051_54.977159,-1.610051,54.972865,-1.612197_54.972865,-1.612197,54.969943,-1.604688_54.969943,-1.604688,54.970548,-1.620826"
Newcastle University Campus,gigitrix,https://www.ingress.com/mission/4983b632551d4be09169dd659bd1549a.1c,,Any Order,Solo,,,All Fielding,No,0,No,"https://www.ingress.com/intel?ll=54.980011,-1.616373&z=16&pls=54.981928,-1.61824,54.981671,-1.618599_54.981671,-1.618599,54.981382,-1.617402_54.981382,-1.617402,54.981334,-1.617041_54.981334,-1.617041,54.981031,-1.615244_54.981031,-1.615244,54.981344,-1.61393_54.981344,-1.61393,54.981074,-1.613368_54.981074,-1.613368,54.981158,-1.611654_54.981158,-1.611654,54.979269,-1.612929_54.979269,-1.612929,54.979669,-1.614009_54.979669,-1.614009,54.980235,-1.614534_54.980235,-1.614534,54.980588,-1.614558_54.980588,-1.614558,54.980579,-1.615313_54.980579,-1.615313,54.980746,-1.616443_54.980746,-1.616443,54.980225,-1.616118_54.980225,-1.616118,54.980039,-1.616288_54.980039,-1.616288,54.97972,-1.616771_54.97972,-1.616771,54.979896,-1.616031_54.979896,-1.616031,54.979712,-1.61567_54.979712,-1.61567,54.979765,-1.61507_54.979765,-1.61507,54.979544,-1.615055_54.979544,-1.615055,54.979403,-1.614595_54.979403,-1.614595,54.979343,-1.615107_54.979343,-1.615107,54.979225,-1.615592_54.979225,-1.615592,54.979251,-1.615719_54.979251,-1.615719,54.978931,-1.615838_54.978931,-1.615838,54.979022,-1.614817_54.979022,-1.614817,54.978786,-1.614211_54.978786,-1.614211,54.978127,-1.615664_54.978127,-1.615664,54.977954,-1.616912_54.977954,-1.616912,54.977788,-1.617324_54.977788,-1.617324,54.978056,-1.617722"
Newcastle upon Tyne Place of Worship,NilDesper,https://www.ingress.com/mission/0c4d7a33a04d4812b97d1c9ad117db6d.1c,,Sequential,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.974266,-1.610721&z=15&pls=54.978145,-1.612904,54.977361,-1.60893_54.977361,-1.60893,54.976029,-1.607313_54.976029,-1.607313,54.974553,-1.613455_54.974553,-1.613455,54.97355,-1.618185_54.97355,-1.618185,54.971939,-1.619712_54.971939,-1.619712,54.970807,-1.62175_54.970807,-1.62175,54.969134,-1.619609_54.969134,-1.619609,54.970021,-1.61602_54.970021,-1.61602,54.969961,-1.611807_54.969961,-1.611807,54.969959,-1.60689"
Newcastle's China Town,GeordieLass,https://www.ingress.com/mission/7bf74be8fd4748f9839056e547d5ddbc.1c,,Sequential,Solo,,,Hard Variety (Includes Mod/Link/Field),No,0,No,"https://www.ingress.com/intel?ll=54.972511,-1.619789&z=17&pls=54.973478,-1.619725,54.973264,-1.6198_54.973264,-1.6198,54.971939,-1.619712_54.971939,-1.619712,54.97208,-1.619203_54.97208,-1.619203,54.971973,-1.618575_54.971973,-1.618575,54.971613,-1.619328_54.971613,-1.619328,54.971637,-1.619926_54.971637,-1.619926,54.971211,-1.620692_54.971211,-1.620692,54.971635,-1.620923_54.971635,-1.620923,54.97265,-1.620629"
Northumberland Street,GeordieLass,https://www.ingress.com/mission/0009bbb85eed454187ea7f09bd3c6564.1c,,Any Order,Solo,,,All Capture / Upgrade,No,0,No,"https://www.ingress.com/intel?ll=54.975892,-1.6133&z=17&pls=54.977779,-1.613895,54.977394,-1.613597_54.977394,-1.613597,54.977005,-1.613109_54.977005,-1.613109,54.97676,-1.612517_54.97676,-1.612517,54.975856,-1.613122_54.975856,-1.613122,54.975842,-1.613522_54.975842,-1.613522,54.9756,-1.612487_54.9756,-1.612487,54.975432,-1.612681_54.975432,-1.612681,54.975311,-1.612297_54.975311,-1.612297,54.97465,-1.611505_54.97465,-1.611505,54.974626,-1.61186_54.974626,-1.61186,54.974411,-1.611973_54.974411,-1.611973,54.974176,-1.61189"
Northumbria University City Campus,gigitrix,https://www.ingress.com/mission/acf8a660499045e7b3353870e384486c.1c,,Any Order,Solo,,,All Capture / Upgrade,No,0,No,"https://www.ingress.com/intel?ll=54.976359,-1.606214&z=17&pls=54.973657,-1.605253,54.974303,-1.605512_54.974303,-1.605512,54.974237,-1.603746_54.974237,-1.603746,54.974603,-1.604224_54.974603,-1.604224,54.974962,-1.603605_54.974962,-1.603605,54.976088,-1.602493_54.976088,-1.602493,54.975989,-1.604005_54.975989,-1.604005,54.976728,-1.606438_54.976728,-1.606438,54.976606,-1.606797_54.976606,-1.606797,54.976282,-1.606956_54.976282,-1.606956,54.976029,-1.607313_54.976029,-1.607313,54.976238,-1.608419_54.976238,-1.608419,54.976697,-1.609333_54.976697,-1.609333,54.976952,-1.609744_54.976952,-1.609744,54.977159,-1.610051_54.977159,-1.610051,54.977478,-1.609841_54.977478,-1.609841,54.977301,-1.609489_54.977301,-1.609489,54.977361,-1.60893_54.977361,-1.60893,54.97718,-1.608789_54.97718,-1.608789,54.977256,-1.608367_54.977256,-1.608367,54.977233,-1.608052_54.977233,-1.608052,54.977013,-1.607045_54.977013,-1.607045,54.977747,-1.607756_54.977747,-1.607756,54.977794,-1.606055_54.977794,-1.606055,54.97852,-1.60774_54.97852,-1.60774,54.978339,-1.608186_54.978339,-1.608186,54.978517,-1.608576_54.978517,-1.608576,54.978317,-1.609111_54.978317,-1.609111,54.978715,-1.609173_54.978715,-1.609173,54.978908,-1.609101"
Northumbria University Visitor's Tour,clumperino,https://www.ingress.com/mission/027a2c00be07401595b49dd4ada2b891.1c,,Any Order,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.97678,-1.604964&z=17&pls=54.974603,-1.604224,54.974962,-1.603605_54.974962,-1.603605,54.975305,-1.602875_54.975305,-1.602875,54.975989,-1.604005_54.975989,-1.604005,54.976728,-1.606438_54.976728,-1.606438,54.976606,-1.606797_54.976606,-1.606797,54.976282,-1.606956_54.976282,-1.606956,54.976029,-1.607313_54.976029,-1.607313,54.976238,-1.608419_54.976238,-1.608419,54.976258,-1.609359_54.976258,-1.609359,54.976697,-1.609333_54.976697,-1.609333,54.976952,-1.609744_54.976952,-1.609744,54.977301,-1.609489_54.977301,-1.609489,54.977361,-1.60893_54.977361,-1.60893,54.97718,-1.608789_54.97718,-1.608789,54.977256,-1.608367_54.977256,-1.608367,54.977233,-1.608052_54.977233,-1.608052,54.977013,-1.607045_54.977013,-1.607045,54.977794,-1.606055_54.977794,-1.606055,54.977747,-1.607756_54.977747,-1.607756,54.97852,-1.60774_54.97852,-1.60774,54.978721,-1.607813_54.978721,-1.607813,54.978339,-1.608186_54.978339,-1.608186,54.978517,-1.608576_54.978517,-1.608576,54.978317,-1.609111_54.978317,-1.609111,54.978715,-1.609173_54.978715,-1.609173,54.978908,-1.609101"
Plaque Attack - Famous Faces,GeordieLass,https://www.ingress.com/mission/93d0bbdd90a2425da70f6143696e720e.1c,,Sequential,Solo,,,Hard Variety (Includes Mod/Link/Field),No,0,Yes (Research),"https://www.ingress.com/intel?ll=54.974895,-1.614889&z=15&pls=54.98003,-1.611949,54.976952,-1.609744_54.976952,-1.609744,54.976238,-1.608419_54.976238,-1.608419,54.973045,-1.609556_54.973045,-1.609556,54.972022,-1.612147_54.972022,-1.612147,54.973307,-1.614357_54.973307,-1.614357,54.9735,-1.617659_54.9735,-1.617659,54.971163,-1.619507_54.971163,-1.619507,54.969029,-1.620089_54.969029,-1.620089,54.969965,-1.617146_54.969965,-1.617146,54.970086,-1.616738_54.970086,-1.616738,54.96955,-1.611002_54.96955,-1.611002,54.970158,-1.61019_54.970158,-1.61019,54.971196,-1.609908_54.971196,-1.609908,54.968983,-1.605171"
Quaylink,gigitrix,https://www.ingress.com/mission/25c336a68365404287a923196a7c1d15.1c,,Any Order,Solo,,,All Linking,No,0,No,"https://www.ingress.com/intel?ll=54.969833,-1.601411&z=17&pls=54.968381,-1.60691,54.968549,-1.605947_54.968549,-1.605947,54.968887,-1.605531_54.968887,-1.605531,54.968983,-1.605171_54.968983,-1.605171,54.969134,-1.60471_54.969134,-1.60471,54.969038,-1.604296_54.969038,-1.604296,54.969369,-1.604063_54.969369,-1.604063,54.969763,-1.603231_54.969763,-1.603231,54.969757,-1.60259_54.969757,-1.60259,54.96996,-1.602121_54.96996,-1.602121,54.970507,-1.601555_54.970507,-1.601555,54.970514,-1.601222_54.970514,-1.601222,54.970327,-1.600718_54.970327,-1.600718,54.970534,-1.60017_54.970534,-1.60017,54.970661,-1.599889_54.970661,-1.599889,54.970711,-1.59957_54.970711,-1.59957,54.97064,-1.598977_54.97064,-1.598977,54.970682,-1.598659_54.970682,-1.598659,54.970639,-1.598655_54.970639,-1.598655,54.970834,-1.597599_54.970834,-1.597599,54.970933,-1.597894_54.970933,-1.597894,54.971068,-1.59836"
Quayside keep fit stairs,NilDesper,https://www.ingress.com/mission/cb20d83961fa464c8bc38f72f7d42698.1c,,Sequential,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.968593,-1.609921&z=18&pls=54.969289,-1.610785,54.969504,-1.609732_54.969504,-1.609732,54.969277,-1.608413_54.969277,-1.608413,54.968617,-1.607652_54.968617,-1.607652,54.968626,-1.608255_54.968626,-1.608255,54.968846,-1.60955_54.968846,-1.60955,54.968741,-1.610647_54.968741,-1.610647,54.968476,-1.610658_54.968476,-1.610658,54.968202,-1.611439_54.968202,-1.611439,54.96766,-1.610538"
Quayside Loop,NilDesper,https://www.ingress.com/mission/9c2df47a50be4130a2134f4a27ab550e.1c,,Sequential,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.969411,-1.605844&z=18&pls=54.968617,-1.607652,54.968381,-1.60691_54.968381,-1.60691,54.968549,-1.605947_54.968549,-1.605947,54.968887,-1.605531_54.968887,-1.605531,54.968983,-1.605171_54.968983,-1.605171,54.969134,-1.60471_54.969134,-1.60471,54.969038,-1.604296_54.969038,-1.604296,54.969369,-1.604063_54.969369,-1.604063,54.969763,-1.603231_54.969763,-1.603231,54.969757,-1.60259_54.969757,-1.60259,54.969943,-1.604688_54.969943,-1.604688,54.970148,-1.605159_54.970148,-1.605159,54.970764,-1.605567_54.970764,-1.605567,54.969959,-1.60689_54.969959,-1.60689,54.96939,-1.607324_54.96939,-1.607324,54.969361,-1.608005_54.969361,-1.608005,54.969277,-1.608413"
Resist in Newcastle,GeordieLass,https://www.ingress.com/mission/3338c5b9acd34c4688060253d5f92237.1c,,Sequential,Solo,,,All Capture / Upgrade,No,0,No,"https://www.ingress.com/intel?ll=54.974093,-1.610883&z=17&pls=54.974632,-1.610212,54.974176,-1.61189_54.974176,-1.61189,54.974129,-1.612744_54.974129,-1.612744,54.974073,-1.613969_54.974073,-1.613969,54.974202,-1.614654_54.974202,-1.614654,54.974553,-1.613455_54.974553,-1.613455,54.975432,-1.612681_54.975432,-1.612681,54.9756,-1.612487_54.9756,-1.612487,54.975311,-1.612297_54.975311,-1.612297,54.974626,-1.61186_54.974626,-1.61186,54.974411,-1.611973_54.974411,-1.611973,54.973906,-1.611378_54.973906,-1.611378,54.973449,-1.611041_54.973449,-1.611041,54.972524,-1.610919_54.972524,-1.610919,54.97224,-1.610697_54.97224,-1.610697,54.972865,-1.612197_54.972865,-1.612197,54.973177,-1.613163_54.973177,-1.613163,54.973327,-1.613546"
Toon Army!,GeordieLass,https://www.ingress.com/mission/50b0221fd1af4e049877e5ff9ec7d278.1c,,Sequential,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.974946,-1.619317&z=17&pls=54.973781,-1.620181,54.974964,-1.620039_54.974964,-1.620039,54.975759,-1.620584_54.975759,-1.620584,54.974818,-1.620377_54.974818,-1.620377,54.974212,-1.621075_54.974212,-1.621075,54.974546,-1.622038_54.974546,-1.622038,54.974971,-1.62313_54.974971,-1.62313,54.975178,-1.623677"
Victoria Tunnel,GeordieLass,https://www.ingress.com/mission/91a4ab3f3cbb423c8706fdd50118c2e9.1c,,Sequential,Solo,,,Hard Variety (Includes Mod/Link/Field),No,0,No,"https://www.ingress.com/intel?ll=54.977465,-1.600638&z=15&pls=54.981996,-1.616667,54.979898,-1.613252_54.979898,-1.613252,54.97825,-1.612247_54.97825,-1.612247,54.977088,-1.610382_54.977088,-1.610382,54.97718,-1.608789_54.97718,-1.608789,54.976728,-1.606438_54.976728,-1.606438,54.975989,-1.604005_54.975989,-1.604005,54.976088,-1.602493_54.976088,-1.602493,54.974345,-1.598532_54.974345,-1.598532,54.974813,-1.596517_54.974813,-1.596517,54.972437,-1.594772_54.972437,-1.594772,54.972192,-1.592409_54.972192,-1.592409,54.971875,-1.590243_54.971875,-1.590243,54.971567,-1.590209"
Waiting For The Bus,Felaric,https://www.ingress.com/mission/3fe0d4f0edf344da91732a90a9d1d3f5.1c,,Any Order,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.976899,-1.615741&z=17&pls=54.9764,-1.615103,54.977183,-1.615013_54.977183,-1.615013,54.977238,-1.614514_54.977238,-1.614514,54.977064,-1.614387_54.977064,-1.614387,54.977224,-1.614193_54.977224,-1.614193,54.977779,-1.613895"
Waiting For The Train,Felaric,https://www.ingress.com/mission/3226e3bb3d384065a3605e4d7889da94.1c,,Any Order,Solo,,,All Hacks,Yes (close),1,No,"https://www.ingress.com/intel?ll=54.969266,-1.617803&z=18&pls=54.96924,-1.617901,54.969069,-1.617411_54.969069,-1.617411,54.969223,-1.617413_54.969223,-1.617413,54.969382,-1.617032_54.969382,-1.617032,54.969463,-1.61651"
